hour_of_year,timestamp,load_mwh,wind_speed_m_s,solar_radiation_kw_m2
5066,2023-07-31 01:00:00,25.348128570925866,2.31,0.0
5067,2023-07-31 02:00:00,26.335717995767133,1.44,0.0
5068,2023-07-31 03:00:00,26.006521520820044,1.28,0.0
5069,2023-07-31 04:00:00,26.99411094566132,0.73,0.0
5070,2023-07-31 05:00:00,27.65250389555549,0.58,0.0
5071,2023-07-31 06:00:00,28.64009332039676,0.72,0.0
5072,2023-07-31 07:00:00,29.627682745238022,0.8,0.017
5073,2023-07-31 08:00:00,30.94446864502638,1.0,0.112
5074,2023-07-31 09:00:00,31.273665119973472,1.88,0.231
5075,2023-07-31 10:00:00,30.94446864502638,2.69,0.452
5076,2023-07-31 11:00:00,30.61527217007929,3.0,0.671
5077,2023-07-31 12:00:00,29.956879220185115,4.32,0.826
5078,2023-07-31 13:00:00,28.969289795343844,4.71,0.876
5079,2023-07-31 14:00:00,28.64009332039676,4.69,0.867
5080,2023-07-31 15:00:00,29.956879220185115,3.98,0.779
5081,2023-07-31 16:00:00,31.273665119973472,4.22,0.627
5082,2023-07-31 17:00:00,32.26125454481474,4.74,0.426
5083,2023-07-31 18:00:00,32.91964749470892,4.4,0.206
5084,2023-07-31 19:00:00,31.932058069867647,4.14,0.044
5085,2023-07-31 20:00:00,30.94446864502638,3.68,0.0
5086,2023-07-31 21:00:00,27.65250389555549,2.5,0.0
5087,2023-07-31 22:00:00,28.969289795343844,1.66,0.0
5088,2023-07-31 23:00:00,29.956879220185115,2.52,0.0
5089,2023-08-01 00:00:00,25.348429632633295,2.52,0.0
5090,2023-08-01 01:00:00,24.096655329787204,2.2,0.0
5091,2023-08-01 02:00:00,25.035486056921776,1.87,0.0
5092,2023-08-01 03:00:00,24.72254248121025,2.01,0.0
5093,2023-08-01 04:00:00,25.66137320834482,2.24,0.0
5094,2023-08-01 05:00:00,26.287260359767863,2.4,0.0
5095,2023-08-01 06:00:00,27.22609108690243,2.21,0.0
5096,2023-08-01 07:00:00,28.164921814037,2.73,0.02
5097,2023-08-01 08:00:00,29.416696116883084,2.65,0.158
5098,2023-08-01 09:00:00,29.729639692594603,3.61,0.346
5099,2023-08-01 10:00:00,29.416696116883084,3.2,0.549
5100,2023-08-01 11:00:00,29.10375254117156,2.42,0.659
5101,2023-08-01 12:00:00,28.477865389748523,1.84,0.444
5102,2023-08-01 13:00:00,27.539034662613957,2.44,0.781
5103,2023-08-01 14:00:00,27.22609108690243,2.21,0.651
5104,2023-08-01 15:00:00,28.477865389748523,1.55,0.434
5105,2023-08-01 16:00:00,29.729639692594603,1.0,0.344
5106,2023-08-01 17:00:00,30.66847041972917,1.75,0.222
5107,2023-08-01 18:00:00,31.29435757115222,2.22,0.128
5108,2023-08-01 19:00:00,30.355526844017653,2.28,0.029
5109,2023-08-01 20:00:00,29.416696116883084,3.16,0.0
5110,2023-08-01 21:00:00,26.287260359767863,3.77,0.0
5111,2023-08-01 22:00:00,27.539034662613957,3.9,0.0
5112,2023-08-01 23:00:00,28.477865389748523,2.26,0.0
5113,2023-08-02 00:00:00,24.70244518735722,1.94,0.0
5114,2023-08-02 01:00:00,23.48257135094452,1.71,0.0
5115,2023-08-02 02:00:00,24.397476728254045,1.5,0.0
5116,2023-08-02 03:00:00,24.092508269150876,1.3,0.0
5117,2023-08-02 04:00:00,25.0074136464604,2.25,0.0
5118,2023-08-02 05:00:00,25.617350564666744,3.01,0.0
5119,2023-08-02 06:00:00,26.53225594197627,3.47,0.0
5120,2023-08-02 07:00:00,27.4471613192858,4.14,0.02
5121,2023-08-02 08:00:00,28.6670351556985,4.23,0.158
5122,2023-08-02 09:00:00,28.97200361480168,3.81,0.369
5123,2023-08-02 10:00:00,28.6670351556985,2.31,0.561
5124,2023-08-02 11:00:00,28.362066696595328,1.8,0.67
5125,2023-08-02 12:00:00,27.752129778388973,0.9,0.855
5126,2023-08-02 13:00:00,26.837224401079453,1.82,0.898
5127,2023-08-02 14:00:00,26.53225594197627,3.63,0.878
5128,2023-08-02 15:00:00,27.752129778388973,3.49,0.757
5129,2023-08-02 16:00:00,28.97200361480168,3.01,0.564
5130,2023-08-02 17:00:00,29.88690899211121,2.86,0.413
5131,2023-08-02 18:00:00,30.49684591031756,3.57,0.205
5132,2023-08-02 19:00:00,29.581940533008027,3.36,0.043
5133,2023-08-02 20:00:00,28.6670351556985,4.33,0.0
5134,2023-08-02 21:00:00,25.617350564666744,4.12,0.0
5135,2023-08-02 22:00:00,26.837224401079453,3.92,0.0
5136,2023-08-02 23:00:00,27.752129778388973,3.44,0.0
5137,2023-08-03 00:00:00,25.83937781104312,2.91,0.0
5138,2023-08-03 01:00:00,24.56335915370765,2.43,0.0
5139,2023-08-03 02:00:00,25.52037314670925,3.95,0.0
5140,2023-08-03 03:00:00,25.201368482375383,3.71,0.0
5141,2023-08-03 04:00:00,26.158382475376985,4.41,0.0
5142,2023-08-03 05:00:00,26.796391804044717,4.77,0.0
5143,2023-08-03 06:00:00,27.753405797046312,4.31,0.0
5144,2023-08-03 07:00:00,28.71041979004791,4.71,0.021
5145,2023-08-03 08:00:00,29.986438447383367,3.49,0.166
5146,2023-08-03 09:00:00,30.305443111717235,3.52,0.378
5147,2023-08-03 10:00:00,29.986438447383367,3.11,0.583
5148,2023-08-03 11:00:00,29.6674337830495,1.89,0.748
5149,2023-08-03 12:00:00,29.029424454381772,3.23,0.861
5150,2023-08-03 13:00:00,28.072410461380176,3.57,0.916
5151,2023-08-03 14:00:00,27.753405797046312,3.31,0.882
5152,2023-08-03 15:00:00,29.029424454381772,3.76,0.793
5153,2023-08-03 16:00:00,30.305443111717235,2.95,0.622
5154,2023-08-03 17:00:00,31.26245710471883,3.79,0.434
5155,2023-08-03 18:00:00,31.90046643338657,4.65,0.222
5156,2023-08-03 19:00:00,30.943452440384966,4.08,0.05
5157,2023-08-03 20:00:00,29.986438447383367,4.26,0.0
5158,2023-08-03 21:00:00,26.796391804044717,3.98,0.0
5159,2023-08-03 22:00:00,28.072410461380176,3.11,0.0
5160,2023-08-03 23:00:00,29.029424454381772,2.48,0.0
5161,2023-08-04 00:00:00,25.19339336576704,2.06,0.0
5162,2023-08-04 01:00:00,23.949275174864965,2.42,0.0
5163,2023-08-04 02:00:00,24.88236381804152,2.83,0.0
5164,2023-08-04 03:00:00,24.571334270316004,2.05,0.0
5165,2023-08-04 04:00:00,25.50442291349256,2.58,0.0
5166,2023-08-04 05:00:00,26.1264820089436,3.34,0.0
5167,2023-08-04 06:00:00,27.059570652120158,3.34,0.0
5168,2023-08-04 07:00:00,27.99265929529671,3.55,0.017
5169,2023-08-04 08:00:00,29.23677748619879,3.64,0.091
5170,2023-08-04 09:00:00,29.5478070339243,3.76,0.3
5171,2023-08-04 10:00:00,29.23677748619879,4.11,0.52
5172,2023-08-04 11:00:00,28.92574793847327,5.04,0.666
5173,2023-08-04 12:00:00,28.30368884302223,5.5,0.75
5174,2023-08-04 13:00:00,27.37060019984568,5.18,0.854
5175,2023-08-04 14:00:00,27.059570652120158,4.92,0.853
5176,2023-08-04 15:00:00,28.30368884302223,4.93,0.785
5177,2023-08-04 16:00:00,29.5478070339243,4.83,0.637
5178,2023-08-04 17:00:00,30.480895677100865,4.8,0.439
5179,2023-08-04 18:00:00,31.102954772551904,4.24,0.222
5180,2023-08-04 19:00:00,30.169866129375343,4.07,0.052
5181,2023-08-04 20:00:00,29.23677748619879,3.11,0.0
5182,2023-08-04 21:00:00,26.1264820089436,2.53,0.0
5183,2023-08-04 22:00:00,27.37060019984568,3.8,0.0
5184,2023-08-04 23:00:00,28.30368884302223,4.81,0.0
5185,2023-08-05 00:00:00,18.729673006334604,4.57,0.0
5186,2023-08-05 01:00:00,17.804750882564996,4.44,0.0
5187,2023-08-05 02:00:00,18.4984424753922,4.51,0.0
5188,2023-08-05 03:00:00,18.2672119444498,4.7,0.0
5189,2023-08-05 04:00:00,18.960903537277005,4.81,0.0
5190,2023-08-05 05:00:00,19.42336459916181,4.81,0.0
5191,2023-08-05 06:00:00,20.11705619198901,4.88,0.0
5192,2023-08-05 07:00:00,20.81074778481623,5.16,0.017
5193,2023-08-05 08:00:00,21.73566990858584,4.03,0.14
5194,2023-08-05 09:00:00,21.96690043952824,4.08,0.292
5195,2023-08-05 10:00:00,21.73566990858584,3.58,0.532
5196,2023-08-05 11:00:00,21.504439377643436,3.35,0.729
5197,2023-08-05 12:00:00,21.041978315758627,3.12,0.843
5198,2023-08-05 13:00:00,20.34828672293142,2.3,0.904
5199,2023-08-05 14:00:00,20.11705619198901,2.39,0.901
5200,2023-08-05 15:00:00,21.041978315758627,2.15,0.808
5201,2023-08-05 16:00:00,21.96690043952824,1.94,0.63
5202,2023-08-05 17:00:00,22.66059203235545,3.49,0.433
5203,2023-08-05 18:00:00,23.12305309424025,4.9,0.232
5204,2023-08-05 19:00:00,22.42936150141304,5.89,0.054
5205,2023-08-05 20:00:00,21.73566990858584,6.1,0.0
5206,2023-08-05 21:00:00,19.42336459916181,5.2,0.0
5207,2023-08-05 22:00:00,20.34828672293142,4.28,0.0
5208,2023-08-05 23:00:00,21.041978315758627,4.61,0.0
5209,2023-08-06 00:00:00,18.14053519224282,4.12,0.0
5210,2023-08-06 01:00:00,17.24470629386046,4.11,0.0
5211,2023-08-06 02:00:00,17.916577967647235,4.4,0.0
5212,2023-08-06 03:00:00,17.692620743051645,4.92,0.0
5213,2023-08-06 04:00:00,18.364492416838413,4.61,0.0
5214,2023-08-06 05:00:00,18.812406866029598,4.38,0.0
5215,2023-08-06 06:00:00,19.48427853981636,4.62,0.0
5216,2023-08-06 07:00:00,20.156150213603137,4.68,0.019
5217,2023-08-06 08:00:00,21.0519791119855,4.3,0.144
5218,2023-08-06 09:00:00,21.27593633658109,4.12,0.372
5219,2023-08-06 10:00:00,21.0519791119855,3.42,0.566
5220,2023-08-06 11:00:00,20.828021887389905,4.09,0.743
5221,2023-08-06 12:00:00,20.380107438198728,4.05,0.819
5222,2023-08-06 13:00:00,19.708235764411956,4.08,0.895
5223,2023-08-06 14:00:00,19.48427853981636,3.14,0.861
5224,2023-08-06 15:00:00,20.380107438198728,3.38,0.76
5225,2023-08-06 16:00:00,21.27593633658109,3.67,0.644
5226,2023-08-06 17:00:00,21.947808010367854,4.31,0.439
5227,2023-08-06 18:00:00,22.395722459559043,3.49,0.227
5228,2023-08-06 19:00:00,21.723850785772267,2.47,0.05
5229,2023-08-06 20:00:00,21.0519791119855,2.64,0.0
5230,2023-08-06 21:00:00,18.812406866029598,3.04,0.0
5231,2023-08-06 22:00:00,19.708235764411956,3.38,0.0
5232,2023-08-06 23:00:00,20.380107438198728,3.61,0.0
5233,2023-08-07 00:00:00,24.340693898002616,3.54,0.0
5234,2023-08-07 01:00:00,23.13868432279261,3.38,0.0
5235,2023-08-07 02:00:00,24.040191504200116,3.16,0.0
5236,2023-08-07 03:00:00,23.739689110397617,3.29,0.0
5237,2023-08-07 04:00:00,24.64119629180512,3.81,0.0
5238,2023-08-07 05:00:00,25.24220107941013,3.98,0.0
5239,2023-08-07 06:00:00,26.143708260817625,4.12,0.0
5240,2023-08-07 07:00:00,27.04521544222513,3.77,0.016
5241,2023-08-07 08:00:00,28.24722501743514,3.72,0.139
5242,2023-08-07 09:00:00,28.547727411237634,4.02,0.323
5243,2023-08-07 10:00:00,28.24722501743514,5.19,0.457
5244,2023-08-07 11:00:00,27.946722623632628,5.94,0.615
5245,2023-08-07 12:00:00,27.345717836027628,5.55,0.8
5246,2023-08-07 13:00:00,26.444210654620125,4.8,0.859
5247,2023-08-07 14:00:00,26.143708260817625,2.69,0.851
5248,2023-08-07 15:00:00,27.345717836027628,2.06,0.786
5249,2023-08-07 16:00:00,28.547727411237634,2.15,0.652
5250,2023-08-07 17:00:00,29.44923459264514,2.62,0.452
5251,2023-08-07 18:00:00,30.050239380250144,3.77,0.215
5252,2023-08-07 19:00:00,29.14873219884264,5.42,0.044
5253,2023-08-07 20:00:00,28.24722501743514,6.2,0.0
5254,2023-08-07 21:00:00,25.24220107941013,5.82,0.0
5255,2023-08-07 22:00:00,26.444210654620125,5.71,0.0
5256,2023-08-07 23:00:00,27.345717836027628,5.46,0.0
5257,2023-08-08 00:00:00,25.348429632633295,5.3,0.0
5258,2023-08-08 01:00:00,24.096655329787204,5.34,0.0
5259,2023-08-08 02:00:00,25.035486056921776,5.35,0.0
5260,2023-08-08 03:00:00,24.72254248121025,5.0,0.0
5261,2023-08-08 04:00:00,25.66137320834482,4.84,0.0
5262,2023-08-08 05:00:00,26.287260359767863,5.22,0.0
5263,2023-08-08 06:00:00,27.22609108690243,5.44,0.0
5264,2023-08-08 07:00:00,28.164921814037,5.44,0.019
5265,2023-08-08 08:00:00,29.416696116883084,5.03,0.156
5266,2023-08-08 09:00:00,29.729639692594603,5.16,0.369
5267,2023-08-08 10:00:00,29.416696116883084,5.28,0.562
5268,2023-08-08 11:00:00,29.10375254117156,4.94,0.708
5269,2023-08-08 12:00:00,28.477865389748523,4.33,0.892
5270,2023-08-08 13:00:00,27.539034662613957,3.83,0.922
5271,2023-08-08 14:00:00,27.22609108690243,3.44,0.902
5272,2023-08-08 15:00:00,28.477865389748523,3.89,0.782
5273,2023-08-08 16:00:00,29.729639692594603,4.78,0.623
5274,2023-08-08 17:00:00,30.66847041972917,5.15,0.441
5275,2023-08-08 18:00:00,31.29435757115222,5.55,0.218
5276,2023-08-08 19:00:00,30.355526844017653,5.59,0.052
5277,2023-08-08 20:00:00,29.416696116883084,5.59,0.0
5278,2023-08-08 21:00:00,26.287260359767863,5.3,0.0
5279,2023-08-08 22:00:00,27.539034662613957,5.08,0.0
5280,2023-08-08 23:00:00,28.477865389748523,4.59,0.0
5281,2023-08-09 00:00:00,24.70244518735722,4.4,0.0
5282,2023-08-09 01:00:00,23.48257135094452,4.34,0.0
5283,2023-08-09 02:00:00,24.397476728254045,4.02,0.0
5284,2023-08-09 03:00:00,24.092508269150876,3.92,0.0
5285,2023-08-09 04:00:00,25.0074136464604,3.83,0.0
5286,2023-08-09 05:00:00,25.617350564666744,4.28,0.0
5287,2023-08-09 06:00:00,26.53225594197627,4.31,0.0
5288,2023-08-09 07:00:00,27.4471613192858,4.2,0.02
5289,2023-08-09 08:00:00,28.6670351556985,3.52,0.138
5290,2023-08-09 09:00:00,28.97200361480168,4.34,0.345
5291,2023-08-09 10:00:00,28.6670351556985,5.0,0.456
5292,2023-08-09 11:00:00,28.362066696595328,4.07,0.731
5293,2023-08-09 12:00:00,27.752129778388973,3.89,0.831
5294,2023-08-09 13:00:00,26.837224401079453,2.66,0.878
5295,2023-08-09 14:00:00,26.53225594197627,0.92,0.875
5296,2023-08-09 15:00:00,27.752129778388973,0.14,0.792
5297,2023-08-09 16:00:00,28.97200361480168,0.54,0.611
5298,2023-08-09 17:00:00,29.88690899211121,2.55,0.437
5299,2023-08-09 18:00:00,30.49684591031756,5.41,0.213
5300,2023-08-09 19:00:00,29.581940533008027,6.49,0.05
5301,2023-08-09 20:00:00,28.6670351556985,5.94,0.0
5302,2023-08-09 21:00:00,25.617350564666744,5.21,0.0
5303,2023-08-09 22:00:00,26.837224401079453,5.32,0.0
5304,2023-08-09 23:00:00,27.752129778388973,5.76,0.0
5305,2023-08-10 00:00:00,25.83937781104312,5.2,0.0
5306,2023-08-10 01:00:00,24.56335915370765,4.95,0.0
5307,2023-08-10 02:00:00,25.52037314670925,4.97,0.0
5308,2023-08-10 03:00:00,25.201368482375383,4.97,0.0
5309,2023-08-10 04:00:00,26.158382475376985,4.98,0.0
5310,2023-08-10 05:00:00,26.796391804044717,4.43,0.0
5311,2023-08-10 06:00:00,27.753405797046312,4.12,0.0
5312,2023-08-10 07:00:00,28.71041979004791,4.37,0.017
5313,2023-08-10 08:00:00,29.986438447383367,4.21,0.154
5314,2023-08-10 09:00:00,30.305443111717235,4.65,0.373
5315,2023-08-10 10:00:00,29.986438447383367,5.32,0.57
5316,2023-08-10 11:00:00,29.6674337830495,5.37,0.691
5317,2023-08-10 12:00:00,29.029424454381772,5.1,0.874
5318,2023-08-10 13:00:00,28.072410461380176,4.47,0.922
5319,2023-08-10 14:00:00,27.753405797046312,4.25,0.897
5320,2023-08-10 15:00:00,29.029424454381772,4.37,0.798
5321,2023-08-10 16:00:00,30.305443111717235,3.86,0.655
5322,2023-08-10 17:00:00,31.26245710471883,4.59,0.452
5323,2023-08-10 18:00:00,31.90046643338657,4.71,0.232
5324,2023-08-10 19:00:00,30.943452440384966,4.32,0.051
5325,2023-08-10 20:00:00,29.986438447383367,4.2,0.0
5326,2023-08-10 21:00:00,26.796391804044717,4.2,0.0
5327,2023-08-10 22:00:00,28.072410461380176,4.2,0.0
5328,2023-08-10 23:00:00,29.029424454381772,3.16,0.0
5329,2023-08-11 00:00:00,25.19339336576704,3.16,0.0
5330,2023-08-11 01:00:00,23.949275174864965,3.48,0.0
5331,2023-08-11 02:00:00,24.88236381804152,3.4,0.0
5332,2023-08-11 03:00:00,24.571334270316004,2.47,0.0
5333,2023-08-11 04:00:00,25.50442291349256,1.57,0.0
5334,2023-08-11 05:00:00,26.1264820089436,1.21,0.0
5335,2023-08-11 06:00:00,27.059570652120158,1.52,0.0
5336,2023-08-11 07:00:00,27.99265929529671,1.7,0.019
5337,2023-08-11 08:00:00,29.23677748619879,1.1,0.159
5338,2023-08-11 09:00:00,29.5478070339243,0.61,0.384
5339,2023-08-11 10:00:00,29.23677748619879,2.1,0.545
5340,2023-08-11 11:00:00,28.92574793847327,1.71,0.669
5341,2023-08-11 12:00:00,28.30368884302223,1.79,0.866
5342,2023-08-11 13:00:00,27.37060019984568,2.24,0.831
5343,2023-08-11 14:00:00,27.059570652120158,3.04,0.65
5344,2023-08-11 15:00:00,28.30368884302223,3.24,0.484
5345,2023-08-11 16:00:00,29.5478070339243,4.14,0.302
5346,2023-08-11 17:00:00,30.480895677100865,4.97,0.265
5347,2023-08-11 18:00:00,31.102954772551904,5.16,0.151
5348,2023-08-11 19:00:00,30.169866129375343,4.52,0.046
5349,2023-08-11 20:00:00,29.23677748619879,3.85,0.0
5350,2023-08-11 21:00:00,26.1264820089436,2.91,0.0
5351,2023-08-11 22:00:00,27.37060019984568,2.31,0.0
5352,2023-08-11 23:00:00,28.30368884302223,1.96,0.0
5353,2023-08-12 00:00:00,18.729673006334604,1.92,0.0
5354,2023-08-12 01:00:00,17.804750882564996,2.22,0.0
5355,2023-08-12 02:00:00,18.4984424753922,2.8,0.0
5356,2023-08-12 03:00:00,18.2672119444498,2.34,0.0
5357,2023-08-12 04:00:00,18.960903537277005,2.38,0.0
5358,2023-08-12 05:00:00,19.42336459916181,1.88,0.0
5359,2023-08-12 06:00:00,20.11705619198901,1.75,0.0
5360,2023-08-12 07:00:00,20.81074778481623,2.84,0.019
5361,2023-08-12 08:00:00,21.73566990858584,2.41,0.162
5362,2023-08-12 09:00:00,21.96690043952824,1.9,0.379
5363,2023-08-12 10:00:00,21.73566990858584,0.89,0.574
5364,2023-08-12 11:00:00,21.504439377643436,2.64,0.711
5365,2023-08-12 12:00:00,21.041978315758627,3.33,0.82
5366,2023-08-12 13:00:00,20.34828672293142,3.72,0.824
5367,2023-08-12 14:00:00,20.11705619198901,2.91,0.739
5368,2023-08-12 15:00:00,21.041978315758627,3.22,0.75
5369,2023-08-12 16:00:00,21.96690043952824,4.03,0.611
5370,2023-08-12 17:00:00,22.66059203235545,4.75,0.414
5371,2023-08-12 18:00:00,23.12305309424025,4.42,0.226
5372,2023-08-12 19:00:00,22.42936150141304,3.75,0.048
5373,2023-08-12 20:00:00,21.73566990858584,2.88,0.0
5374,2023-08-12 21:00:00,19.42336459916181,2.11,0.0
5375,2023-08-12 22:00:00,20.34828672293142,1.32,0.0
5376,2023-08-12 23:00:00,21.041978315758627,1.32,0.0
5377,2023-08-13 00:00:00,18.14053519224282,1.4,0.0
5378,2023-08-13 01:00:00,17.24470629386046,1.46,0.0
5379,2023-08-13 02:00:00,17.916577967647235,0.5,0.0
5380,2023-08-13 03:00:00,17.692620743051645,0.85,0.0
5381,2023-08-13 04:00:00,18.364492416838413,0.92,0.0
5382,2023-08-13 05:00:00,18.812406866029598,1.3,0.0
5383,2023-08-13 06:00:00,19.48427853981636,1.93,0.0
5384,2023-08-13 07:00:00,20.156150213603137,2.2,0.016
5385,2023-08-13 08:00:00,21.0519791119855,1.8,0.161
5386,2023-08-13 09:00:00,21.27593633658109,1.49,0.35
5387,2023-08-13 10:00:00,21.0519791119855,2.75,0.541
5388,2023-08-13 11:00:00,20.828021887389905,4.2,0.717
5389,2023-08-13 12:00:00,20.380107438198728,4.54,0.771
5390,2023-08-13 13:00:00,19.708235764411956,5.07,0.841
5391,2023-08-13 14:00:00,19.48427853981636,5.0,0.758
5392,2023-08-13 15:00:00,20.380107438198728,3.24,0.593
5393,2023-08-13 16:00:00,21.27593633658109,2.9,0.521
5394,2023-08-13 17:00:00,21.947808010367854,2.83,0.391
5395,2023-08-13 18:00:00,22.395722459559043,2.91,0.199
5396,2023-08-13 19:00:00,21.723850785772267,3.2,0.041
5397,2023-08-13 20:00:00,21.0519791119855,3.42,0.0
5398,2023-08-13 21:00:00,18.812406866029598,3.23,0.0
5399,2023-08-13 22:00:00,19.708235764411956,3.53,0.0
5400,2023-08-13 23:00:00,20.380107438198728,4.34,0.0
5401,2023-08-14 00:00:00,24.340693898002616,4.84,0.0
5402,2023-08-14 01:00:00,23.13868432279261,5.1,0.0
5403,2023-08-14 02:00:00,24.040191504200116,4.08,0.0
5404,2023-08-14 03:00:00,23.739689110397617,4.66,0.0
5405,2023-08-14 04:00:00,24.64119629180512,3.8,0.0
5406,2023-08-14 05:00:00,25.24220107941013,4.13,0.0
5407,2023-08-14 06:00:00,26.143708260817625,4.65,0.0
5408,2023-08-14 07:00:00,27.04521544222513,4.05,0.015
5409,2023-08-14 08:00:00,28.24722501743514,3.67,0.107
5410,2023-08-14 09:00:00,28.547727411237634,3.26,0.314
5411,2023-08-14 10:00:00,28.24722501743514,4.53,0.349
5412,2023-08-14 11:00:00,27.946722623632628,5.92,0.686
5413,2023-08-14 12:00:00,27.345717836027628,5.36,0.764
5414,2023-08-14 13:00:00,26.444210654620125,5.28,0.839
5415,2023-08-14 14:00:00,26.143708260817625,5.08,0.863
5416,2023-08-14 15:00:00,27.345717836027628,4.76,0.708
5417,2023-08-14 16:00:00,28.547727411237634,4.53,0.611
5418,2023-08-14 17:00:00,29.44923459264514,3.75,0.38
5419,2023-08-14 18:00:00,30.050239380250144,2.55,0.161
5420,2023-08-14 19:00:00,29.14873219884264,2.42,0.043
5421,2023-08-14 20:00:00,28.24722501743514,3.21,0.0
5422,2023-08-14 21:00:00,25.24220107941013,2.79,0.0
5423,2023-08-14 22:00:00,26.444210654620125,1.8,0.0
5424,2023-08-14 23:00:00,27.345717836027628,2.39,0.0
5425,2023-08-15 00:00:00,25.348429632633295,3.14,0.0
5426,2023-08-15 01:00:00,24.096655329787204,3.24,0.0
5427,2023-08-15 02:00:00,25.035486056921776,3.34,0.0
5428,2023-08-15 03:00:00,24.72254248121025,3.0,0.0
5429,2023-08-15 04:00:00,25.66137320834482,2.46,0.0
5430,2023-08-15 05:00:00,26.287260359767863,1.9,0.0
5431,2023-08-15 06:00:00,27.22609108690243,1.61,0.0
5432,2023-08-15 07:00:00,28.164921814037,1.26,0.018
5433,2023-08-15 08:00:00,29.416696116883084,1.06,0.165
5434,2023-08-15 09:00:00,29.729639692594603,0.3,0.379
5435,2023-08-15 10:00:00,29.416696116883084,2.19,0.462
5436,2023-08-15 11:00:00,29.10375254117156,2.84,0.683
5437,2023-08-15 12:00:00,28.477865389748523,3.67,0.669
5438,2023-08-15 13:00:00,27.539034662613957,3.94,0.765
5439,2023-08-15 14:00:00,27.22609108690243,3.55,0.642
5440,2023-08-15 15:00:00,28.477865389748523,2.5,0.542
5441,2023-08-15 16:00:00,29.729639692594603,2.38,0.35
5442,2023-08-15 17:00:00,30.66847041972917,2.33,0.191
5443,2023-08-15 18:00:00,31.29435757115222,2.05,0.067
5444,2023-08-15 19:00:00,30.355526844017653,1.36,0.013
5445,2023-08-15 20:00:00,29.416696116883084,0.78,0.0
5446,2023-08-15 21:00:00,26.287260359767863,1.08,0.0
5447,2023-08-15 22:00:00,27.539034662613957,1.91,0.0
5448,2023-08-15 23:00:00,28.477865389748523,3.0,0.0
5449,2023-08-16 00:00:00,24.70244518735722,2.0,0.0
5450,2023-08-16 01:00:00,23.48257135094452,1.5,0.0
5451,2023-08-16 02:00:00,24.397476728254045,0.89,0.0
5452,2023-08-16 03:00:00,24.092508269150876,1.14,0.0
5453,2023-08-16 04:00:00,25.0074136464604,1.61,0.0
5454,2023-08-16 05:00:00,25.617350564666744,2.24,0.0
5455,2023-08-16 06:00:00,26.53225594197627,2.93,0.0
5456,2023-08-16 07:00:00,27.4471613192858,3.54,0.018
5457,2023-08-16 08:00:00,28.6670351556985,3.52,0.153
5458,2023-08-16 09:00:00,28.97200361480168,3.31,0.336
5459,2023-08-16 10:00:00,28.6670351556985,4.76,0.522
5460,2023-08-16 11:00:00,28.362066696595328,4.02,0.66
5461,2023-08-16 12:00:00,27.752129778388973,5.02,0.803
5462,2023-08-16 13:00:00,26.837224401079453,5.05,0.863
5463,2023-08-16 14:00:00,26.53225594197627,5.01,0.749
5464,2023-08-16 15:00:00,27.752129778388973,4.22,0.185
5465,2023-08-16 16:00:00,28.97200361480168,3.81,0.16
5466,2023-08-16 17:00:00,29.88690899211121,3.99,0.12
5467,2023-08-16 18:00:00,30.49684591031756,4.24,0.072
5468,2023-08-16 19:00:00,29.581940533008027,3.22,0.01
5469,2023-08-16 20:00:00,28.6670351556985,2.86,0.0
5470,2023-08-16 21:00:00,25.617350564666744,1.97,0.0
5471,2023-08-16 22:00:00,26.837224401079453,2.34,0.0
5472,2023-08-16 23:00:00,27.752129778388973,3.81,0.0
5473,2023-08-17 00:00:00,25.83937781104312,3.48,0.0
5474,2023-08-17 01:00:00,24.56335915370765,1.66,0.0
5475,2023-08-17 02:00:00,25.52037314670925,1.77,0.0
5476,2023-08-17 03:00:00,25.201368482375383,2.5,0.0
5477,2023-08-17 04:00:00,26.158382475376985,3.01,0.0
5478,2023-08-17 05:00:00,26.796391804044717,3.67,0.0
5479,2023-08-17 06:00:00,27.753405797046312,3.86,0.0
5480,2023-08-17 07:00:00,28.71041979004791,4.17,0.008
5481,2023-08-17 08:00:00,29.986438447383367,5.38,0.102
5482,2023-08-17 09:00:00,30.305443111717235,4.32,0.148
5483,2023-08-17 10:00:00,29.986438447383367,5.25,0.494
5484,2023-08-17 11:00:00,29.6674337830495,4.66,0.506
5485,2023-08-17 12:00:00,29.029424454381772,5.61,0.615
5486,2023-08-17 13:00:00,28.072410461380176,6.22,0.799
5487,2023-08-17 14:00:00,27.753405797046312,7.39,0.785
5488,2023-08-17 15:00:00,29.029424454381772,6.62,0.766
5489,2023-08-17 16:00:00,30.305443111717235,6.38,0.523
5490,2023-08-17 17:00:00,31.26245710471883,6.6,0.262
5491,2023-08-17 18:00:00,31.90046643338657,6.74,0.183
5492,2023-08-17 19:00:00,30.943452440384966,7.59,0.03
5493,2023-08-17 20:00:00,29.986438447383367,7.31,0.0
5494,2023-08-17 21:00:00,26.796391804044717,7.27,0.0
5495,2023-08-17 22:00:00,28.072410461380176,7.18,0.0
5496,2023-08-17 23:00:00,29.029424454381772,7.1,0.0
5497,2023-08-18 00:00:00,25.19339336576704,7.29,0.0
5498,2023-08-18 01:00:00,23.949275174864965,7.45,0.0
5499,2023-08-18 02:00:00,24.88236381804152,6.64,0.0
5500,2023-08-18 03:00:00,24.571334270316004,5.6,0.0
5501,2023-08-18 04:00:00,25.50442291349256,5.31,0.0
