hour_of_year,timestamp,load_mwh,wind_speed_m_s,solar_radiation_kw_m2
5502,2023-08-18 05:00:00,26.1264820089436,5.47,0.0
5503,2023-08-18 06:00:00,27.059570652120158,4.9,0.0
5504,2023-08-18 07:00:00,27.99265929529671,4.94,0.01
5505,2023-08-18 08:00:00,29.23677748619879,4.14,0.115
5506,2023-08-18 09:00:00,29.5478070339243,3.64,0.304
5507,2023-08-18 10:00:00,29.23677748619879,3.01,0.524
5508,2023-08-18 11:00:00,28.92574793847327,1.84,0.617
5509,2023-08-18 12:00:00,28.30368884302223,3.55,0.774
5510,2023-08-18 13:00:00,27.37060019984568,2.91,0.73
5511,2023-08-18 14:00:00,27.059570652120158,3.33,0.774
5512,2023-08-18 15:00:00,28.30368884302223,4.3,0.638
5513,2023-08-18 16:00:00,29.5478070339243,2.52,0.488
5514,2023-08-18 17:00:00,30.480895677100865,1.68,0.338
5515,2023-08-18 18:00:00,31.102954772551904,2.46,0.149
5516,2023-08-18 19:00:00,30.169866129375343,2.94,0.034
5517,2023-08-18 20:00:00,29.23677748619879,2.6,0.0
5518,2023-08-18 21:00:00,26.1264820089436,2.05,0.0
5519,2023-08-18 22:00:00,27.37060019984568,2.41,0.0
5520,2023-08-18 23:00:00,28.30368884302223,2.26,0.0
5521,2023-08-19 00:00:00,18.729673006334604,2.13,0.0
5522,2023-08-19 01:00:00,17.804750882564996,2.33,0.0
5523,2023-08-19 02:00:00,18.4984424753922,3.4,0.0
5524,2023-08-19 03:00:00,18.2672119444498,2.69,0.0
5525,2023-08-19 04:00:00,18.960903537277005,3.45,0.0
5526,2023-08-19 05:00:00,19.42336459916181,3.3,0.0
5527,2023-08-19 06:00:00,20.11705619198901,3.44,0.0
5528,2023-08-19 07:00:00,20.81074778481623,4.18,0.016
5529,2023-08-19 08:00:00,21.73566990858584,3.34,0.159
5530,2023-08-19 09:00:00,21.96690043952824,2.5,0.361
5531,2023-08-19 10:00:00,21.73566990858584,2.2,0.535
5532,2023-08-19 11:00:00,21.504439377643436,4.64,0.707
5533,2023-08-19 12:00:00,21.041978315758627,3.96,0.811
5534,2023-08-19 13:00:00,20.34828672293142,3.94,0.87
5535,2023-08-19 14:00:00,20.11705619198901,4.24,0.801
5536,2023-08-19 15:00:00,21.041978315758627,4.63,0.743
5537,2023-08-19 16:00:00,21.96690043952824,5.61,0.623
5538,2023-08-19 17:00:00,22.66059203235545,5.74,0.392
5539,2023-08-19 18:00:00,23.12305309424025,5.97,0.19
5540,2023-08-19 19:00:00,22.42936150141304,5.95,0.036
5541,2023-08-19 20:00:00,21.73566990858584,5.73,0.0
5542,2023-08-19 21:00:00,19.42336459916181,5.51,0.0
5543,2023-08-19 22:00:00,20.34828672293142,4.7,0.0
5544,2023-08-19 23:00:00,21.041978315758627,4.6,0.0
5545,2023-08-20 00:00:00,18.14053519224282,4.6,0.0
5546,2023-08-20 01:00:00,17.24470629386046,4.41,0.0
5547,2023-08-20 02:00:00,17.916577967647235,4.3,0.0
5548,2023-08-20 03:00:00,17.692620743051645,4.23,0.0
5549,2023-08-20 04:00:00,18.364492416838413,3.62,0.0
5550,2023-08-20 05:00:00,18.812406866029598,3.9,0.0
5551,2023-08-20 06:00:00,19.48427853981636,4.13,0.0
5552,2023-08-20 07:00:00,20.156150213603137,3.95,0.018
5553,2023-08-20 08:00:00,21.0519791119855,3.71,0.159
5554,2023-08-20 09:00:00,21.27593633658109,4.89,0.347
5555,2023-08-20 10:00:00,21.0519791119855,5.36,0.424
5556,2023-08-20 11:00:00,20.828021887389905,5.59,0.536
5557,2023-08-20 12:00:00,20.380107438198728,5.52,0.532
5558,2023-08-20 13:00:00,19.708235764411956,5.33,0.615
5559,2023-08-20 14:00:00,19.48427853981636,5.08,0.288
5560,2023-08-20 15:00:00,20.380107438198728,3.78,0.261
5561,2023-08-20 16:00:00,21.27593633658109,4.2,0.24
5562,2023-08-20 17:00:00,21.947808010367854,2.82,0.23
5563,2023-08-20 18:00:00,22.395722459559043,2.25,0.125
5564,2023-08-20 19:00:00,21.723850785772267,1.61,0.015
5565,2023-08-20 20:00:00,21.0519791119855,0.51,0.0
5566,2023-08-20 21:00:00,18.812406866029598,1.33,0.0
5567,2023-08-20 22:00:00,19.708235764411956,1.41,0.0
5568,2023-08-20 23:00:00,20.380107438198728,2.09,0.0
5569,2023-08-21 00:00:00,24.340693898002616,2.31,0.0
5570,2023-08-21 01:00:00,23.13868432279261,2.83,0.0
5571,2023-08-21 02:00:00,24.040191504200116,3.94,0.0
5572,2023-08-21 03:00:00,23.739689110397617,4.0,0.0
5573,2023-08-21 04:00:00,24.64119629180512,4.25,0.0
5574,2023-08-21 05:00:00,25.24220107941013,6.12,0.0
5575,2023-08-21 06:00:00,26.143708260817625,7.0,0.0
5576,2023-08-21 07:00:00,27.04521544222513,6.22,0.004
5577,2023-08-21 08:00:00,28.24722501743514,6.15,0.037
5578,2023-08-21 09:00:00,28.547727411237634,5.11,0.255
5579,2023-08-21 10:00:00,28.24722501743514,4.46,0.517
5580,2023-08-21 11:00:00,27.946722623632628,3.08,0.697
5581,2023-08-21 12:00:00,27.345717836027628,4.1,0.66
5582,2023-08-21 13:00:00,26.444210654620125,5.26,0.878
5583,2023-08-21 14:00:00,26.143708260817625,5.22,0.899
5584,2023-08-21 15:00:00,27.345717836027628,4.88,0.775
5585,2023-08-21 16:00:00,28.547727411237634,4.62,0.613
5586,2023-08-21 17:00:00,29.44923459264514,4.34,0.415
5587,2023-08-21 18:00:00,30.050239380250144,3.97,0.197
5588,2023-08-21 19:00:00,29.14873219884264,3.85,0.035
5589,2023-08-21 20:00:00,28.24722501743514,4.03,0.0
5590,2023-08-21 21:00:00,25.24220107941013,3.08,0.0
5591,2023-08-21 22:00:00,26.444210654620125,2.64,0.0
5592,2023-08-21 23:00:00,27.345717836027628,1.43,0.0
5593,2023-08-22 00:00:00,25.348429632633295,1.81,0.0
5594,2023-08-22 01:00:00,24.096655329787204,2.33,0.0
5595,2023-08-22 02:00:00,25.035486056921776,2.65,0.0
5596,2023-08-22 03:00:00,24.72254248121025,2.5,0.0
5597,2023-08-22 04:00:00,25.66137320834482,2.02,0.0
5598,2023-08-22 05:00:00,26.287260359767863,1.33,0.0
5599,2023-08-22 06:00:00,27.22609108690243,0.92,0.0
5600,2023-08-22 07:00:00,28.164921814037,1.35,0.018
5601,2023-08-22 08:00:00,29.416696116883084,1.35,0.164
5602,2023-08-22 09:00:00,29.729639692594603,1.14,0.371
5603,2023-08-22 10:00:00,29.416696116883084,1.78,0.569
5604,2023-08-22 11:00:00,29.10375254117156,2.73,0.716
5605,2023-08-22 12:00:00,28.477865389748523,3.0,0.813
5606,2023-08-22 13:00:00,27.539034662613957,2.84,0.559
5607,2023-08-22 14:00:00,27.22609108690243,2.39,0.375
5608,2023-08-22 15:00:00,28.477865389748523,2.64,0.366
5609,2023-08-22 16:00:00,29.729639692594603,3.1,0.467
5610,2023-08-22 17:00:00,30.66847041972917,2.82,0.204
5611,2023-08-22 18:00:00,31.29435757115222,2.9,0.067
5612,2023-08-22 19:00:00,30.355526844017653,2.7,0.018
5613,2023-08-22 20:00:00,29.416696116883084,2.5,0.0
5614,2023-08-22 21:00:00,26.287260359767863,2.15,0.0
5615,2023-08-22 22:00:00,27.539034662613957,2.15,0.0
5616,2023-08-22 23:00:00,28.477865389748523,1.6,0.0
5617,2023-08-23 00:00:00,24.70244518735722,1.52,0.0
5618,2023-08-23 01:00:00,23.48257135094452,1.79,0.0
5619,2023-08-23 02:00:00,24.397476728254045,2.28,0.0
5620,2023-08-23 03:00:00,24.092508269150876,3.14,0.0
5621,2023-08-23 04:00:00,25.0074136464604,2.73,0.0
5622,2023-08-23 05:00:00,25.617350564666744,3.03,0.0
5623,2023-08-23 06:00:00,26.53225594197627,3.44,0.0
5624,2023-08-23 07:00:00,27.4471613192858,3.71,0.016
5625,2023-08-23 08:00:00,28.6670351556985,3.31,0.16
5626,2023-08-23 09:00:00,28.97200361480168,2.77,0.387
5627,2023-08-23 10:00:00,28.6670351556985,3.88,0.597
5628,2023-08-23 11:00:00,28.362066696595328,4.44,0.767
5629,2023-08-23 12:00:00,27.752129778388973,4.12,0.894
5630,2023-08-23 13:00:00,26.837224401079453,3.45,0.94
5631,2023-08-23 14:00:00,26.53225594197627,2.87,0.91
5632,2023-08-23 15:00:00,27.752129778388973,2.88,0.81
5633,2023-08-23 16:00:00,28.97200361480168,3.04,0.648
5634,2023-08-23 17:00:00,29.88690899211121,3.1,0.442
5635,2023-08-23 18:00:00,30.49684591031756,3.32,0.217
5636,2023-08-23 19:00:00,29.581940533008027,4.31,0.039
5637,2023-08-23 20:00:00,28.6670351556985,4.54,0.0
5638,2023-08-23 21:00:00,25.617350564666744,4.37,0.0
5639,2023-08-23 22:00:00,26.837224401079453,4.24,0.0
5640,2023-08-23 23:00:00,27.752129778388973,2.36,0.0
5641,2023-08-24 00:00:00,25.83937781104312,1.56,0.0
5642,2023-08-24 01:00:00,24.56335915370765,2.16,0.0
5643,2023-08-24 02:00:00,25.52037314670925,3.21,0.0
5644,2023-08-24 03:00:00,25.201368482375383,3.75,0.0
5645,2023-08-24 04:00:00,26.158382475376985,4.3,0.0
5646,2023-08-24 05:00:00,26.796391804044717,3.54,0.0
5647,2023-08-24 06:00:00,27.753405797046312,2.89,0.0
5648,2023-08-24 07:00:00,28.71041979004791,3.22,0.018
5649,2023-08-24 08:00:00,29.986438447383367,2.8,0.17
5650,2023-08-24 09:00:00,30.305443111717235,2.04,0.395
5651,2023-08-24 10:00:00,29.986438447383367,1.49,0.593
5652,2023-08-24 11:00:00,29.6674337830495,3.13,0.732
5653,2023-08-24 12:00:00,29.029424454381772,2.52,0.877
5654,2023-08-24 13:00:00,28.072410461380176,1.14,0.938
5655,2023-08-24 14:00:00,27.753405797046312,0.78,0.876
5656,2023-08-24 15:00:00,29.029424454381772,2.16,0.79
5657,2023-08-24 16:00:00,30.305443111717235,2.66,0.622
5658,2023-08-24 17:00:00,31.26245710471883,1.75,0.41
5659,2023-08-24 18:00:00,31.90046643338657,1.75,0.2
5660,2023-08-24 19:00:00,30.943452440384966,3.31,0.034
5661,2023-08-24 20:00:00,29.986438447383367,3.64,0.0
5662,2023-08-24 21:00:00,26.796391804044717,3.18,0.0
5663,2023-08-24 22:00:00,28.072410461380176,2.9,0.0
5664,2023-08-24 23:00:00,29.029424454381772,1.97,0.0
5665,2023-08-25 00:00:00,25.19339336576704,1.3,0.0
5666,2023-08-25 01:00:00,23.949275174864965,0.86,0.0
5667,2023-08-25 02:00:00,24.88236381804152,0.51,0.0
5668,2023-08-25 03:00:00,24.571334270316004,1.0,0.0
5669,2023-08-25 04:00:00,25.50442291349256,1.08,0.0
5670,2023-08-25 05:00:00,26.1264820089436,1.2,0.0
5671,2023-08-25 06:00:00,27.059570652120158,1.46,0.0
5672,2023-08-25 07:00:00,27.99265929529671,1.03,0.017
5673,2023-08-25 08:00:00,29.23677748619879,1.12,0.163
5674,2023-08-25 09:00:00,29.5478070339243,2.91,0.308
5675,2023-08-25 10:00:00,29.23677748619879,3.97,0.498
5676,2023-08-25 11:00:00,28.92574793847327,4.02,0.625
5677,2023-08-25 12:00:00,28.30368884302223,4.61,0.782
5678,2023-08-25 13:00:00,27.37060019984568,5.36,0.808
5679,2023-08-25 14:00:00,27.059570652120158,4.3,0.857
5680,2023-08-25 15:00:00,28.30368884302223,3.54,0.775
5681,2023-08-25 16:00:00,29.5478070339243,3.3,0.588
5682,2023-08-25 17:00:00,30.480895677100865,3.72,0.352
5683,2023-08-25 18:00:00,31.102954772551904,3.42,0.179
5684,2023-08-25 19:00:00,30.169866129375343,2.94,0.035
5685,2023-08-25 20:00:00,29.23677748619879,2.83,0.0
5686,2023-08-25 21:00:00,26.1264820089436,2.51,0.0
5687,2023-08-25 22:00:00,27.37060019984568,2.04,0.0
5688,2023-08-25 23:00:00,28.30368884302223,0.86,0.0
5689,2023-08-26 00:00:00,18.729673006334604,1.08,0.0
5690,2023-08-26 01:00:00,17.804750882564996,1.2,0.0
5691,2023-08-26 02:00:00,18.4984424753922,1.24,0.0
5692,2023-08-26 03:00:00,18.2672119444498,0.82,0.0
5693,2023-08-26 04:00:00,18.960903537277005,0.58,0.0
5694,2023-08-26 05:00:00,19.42336459916181,0.32,0.0
5695,2023-08-26 06:00:00,20.11705619198901,0.61,0.0
5696,2023-08-26 07:00:00,20.81074778481623,0.82,0.017
5697,2023-08-26 08:00:00,21.73566990858584,0.41,0.16
5698,2023-08-26 09:00:00,21.96690043952824,0.61,0.381
5699,2023-08-26 10:00:00,21.73566990858584,1.26,0.586
5700,2023-08-26 11:00:00,21.504439377643436,3.18,0.742
5701,2023-08-26 12:00:00,21.041978315758627,4.18,0.827
5702,2023-08-26 13:00:00,20.34828672293142,3.92,0.865
5703,2023-08-26 14:00:00,20.11705619198901,4.2,0.82
5704,2023-08-26 15:00:00,21.041978315758627,4.11,0.75
5705,2023-08-26 16:00:00,21.96690043952824,3.81,0.606
5706,2023-08-26 17:00:00,22.66059203235545,3.49,0.415
5707,2023-08-26 18:00:00,23.12305309424025,2.92,0.188
5708,2023-08-26 19:00:00,22.42936150141304,2.05,0.03
5709,2023-08-26 20:00:00,21.73566990858584,1.53,0.0
5710,2023-08-26 21:00:00,19.42336459916181,0.71,0.0
5711,2023-08-26 22:00:00,20.34828672293142,0.14,0.0
5712,2023-08-26 23:00:00,21.041978315758627,1.2,0.0
5713,2023-08-27 00:00:00,18.14053519224282,0.76,0.0
5714,2023-08-27 01:00:00,17.24470629386046,0.58,0.0
5715,2023-08-27 02:00:00,17.916577967647235,0.67,0.0
5716,2023-08-27 03:00:00,17.692620743051645,1.32,0.0
5717,2023-08-27 04:00:00,18.364492416838413,2.21,0.0
5718,2023-08-27 05:00:00,18.812406866029598,2.09,0.0
5719,2023-08-27 06:00:00,19.48427853981636,1.89,0.0
5720,2023-08-27 07:00:00,20.156150213603137,2.69,0.018
5721,2023-08-27 08:00:00,21.0519791119855,2.02,0.171
5722,2023-08-27 09:00:00,21.27593633658109,1.71,0.374
5723,2023-08-27 10:00:00,21.0519791119855,1.63,0.592
5724,2023-08-27 11:00:00,20.828021887389905,1.36,0.732
5725,2023-08-27 12:00:00,20.380107438198728,1.44,0.868
5726,2023-08-27 13:00:00,19.708235764411956,2.89,0.9
5727,2023-08-27 14:00:00,19.48427853981636,3.26,0.867
5728,2023-08-27 15:00:00,20.380107438198728,3.51,0.771
5729,2023-08-27 16:00:00,21.27593633658109,3.52,0.625
5730,2023-08-27 17:00:00,21.947808010367854,3.81,0.414
5731,2023-08-27 18:00:00,22.395722459559043,3.86,0.186
5732,2023-08-27 19:00:00,21.723850785772267,4.14,0.034
5733,2023-08-27 20:00:00,21.0519791119855,2.02,0.0
5734,2023-08-27 21:00:00,18.812406866029598,2.18,0.0
5735,2023-08-27 22:00:00,19.708235764411956,2.34,0.0
5736,2023-08-27 23:00:00,20.380107438198728,2.15,0.0
5737,2023-08-28 00:00:00,24.340693898002616,1.97,0.0
5738,2023-08-28 01:00:00,23.13868432279261,1.25,0.0
5739,2023-08-28 02:00:00,24.040191504200116,1.53,0.0
5740,2023-08-28 03:00:00,23.739689110397617,2.2,0.0
5741,2023-08-28 04:00:00,24.64119629180512,2.06,0.0
5742,2023-08-28 05:00:00,25.24220107941013,2.2,0.0
5743,2023-08-28 06:00:00,26.143708260817625,1.92,0.0
5744,2023-08-28 07:00:00,27.04521544222513,1.58,0.018
5745,2023-08-28 08:00:00,28.24722501743514,0.86,0.166
5746,2023-08-28 09:00:00,28.547727411237634,0.5,0.391
5747,2023-08-28 10:00:00,28.24722501743514,0.64,0.613
5748,2023-08-28 11:00:00,27.946722623632628,1.21,0.766
5749,2023-08-28 12:00:00,27.345717836027628,1.84,0.881
5750,2023-08-28 13:00:00,26.444210654620125,2.09,0.921
5751,2023-08-28 14:00:00,26.143708260817625,2.41,0.886
5752,2023-08-28 15:00:00,27.345717836027628,2.76,0.775
5753,2023-08-28 16:00:00,28.547727411237634,2.75,0.569
5754,2023-08-28 17:00:00,29.44923459264514,2.7,0.375
5755,2023-08-28 18:00:00,30.050239380250144,2.33,0.172
5756,2023-08-28 19:00:00,29.14873219884264,0.76,0.028
5757,2023-08-28 20:00:00,28.24722501743514,2.18,0.0
5758,2023-08-28 21:00:00,25.24220107941013,2.9,0.0
5759,2023-08-28 22:00:00,26.444210654620125,2.86,0.0
5760,2023-08-28 23:00:00,27.345717836027628,2.76,0.0
5761,2023-08-29 00:00:00,25.348429632633295,2.37,0.0
5762,2023-08-29 01:00:00,24.096655329787204,2.66,0.0
5763,2023-08-29 02:00:00,25.035486056921776,2.73,0.0
5764,2023-08-29 03:00:00,24.72254248121025,3.21,0.0
5765,2023-08-29 04:00:00,25.66137320834482,3.16,0.0
5766,2023-08-29 05:00:00,26.287260359767863,2.62,0.0
5767,2023-08-29 06:00:00,27.22609108690243,2.84,0.0
5768,2023-08-29 07:00:00,28.164921814037,3.61,0.015
5769,2023-08-29 08:00:00,29.416696116883084,3.14,0.144
5770,2023-08-29 09:00:00,29.729639692594603,3.64,0.355
5771,2023-08-29 10:00:00,29.416696116883084,4.46,0.41
5772,2023-08-29 11:00:00,29.10375254117156,4.47,0.635
5773,2023-08-29 12:00:00,28.477865389748523,4.17,0.841
5774,2023-08-29 13:00:00,27.539034662613957,3.14,0.912
5775,2023-08-29 14:00:00,27.22609108690243,2.95,0.825
5776,2023-08-29 15:00:00,28.477865389748523,2.66,0.681
5777,2023-08-29 16:00:00,29.729639692594603,1.84,0.561
5778,2023-08-29 17:00:00,30.66847041972917,1.26,0.373
5779,2023-08-29 18:00:00,31.29435757115222,4.16,0.166
5780,2023-08-29 19:00:00,30.355526844017653,3.14,0.02
5781,2023-08-29 20:00:00,29.416696116883084,3.47,0.0
5782,2023-08-29 21:00:00,26.287260359767863,5.15,0.0
5783,2023-08-29 22:00:00,27.539034662613957,3.62,0.0
5784,2023-08-29 23:00:00,28.477865389748523,4.01,0.0
5785,2023-08-30 00:00:00,24.70244518735722,4.32,0.0
5786,2023-08-30 01:00:00,23.48257135094452,5.1,0.0
5787,2023-08-30 02:00:00,24.397476728254045,5.41,0.0
5788,2023-08-30 03:00:00,24.092508269150876,5.01,0.0
5789,2023-08-30 04:00:00,25.0074136464604,4.81,0.0
5790,2023-08-30 05:00:00,25.617350564666744,3.75,0.0
5791,2023-08-30 06:00:00,26.53225594197627,3.2,0.0
5792,2023-08-30 07:00:00,27.4471613192858,2.62,0.011
5793,2023-08-30 08:00:00,28.6670351556985,2.25,0.133
5794,2023-08-30 09:00:00,28.97200361480168,2.13,0.234
5795,2023-08-30 10:00:00,28.6670351556985,2.62,0.443
5796,2023-08-30 11:00:00,28.362066696595328,2.55,0.601
5797,2023-08-30 12:00:00,27.752129778388973,2.21,0.561
5798,2023-08-30 13:00:00,26.837224401079453,0.8,0.693
5799,2023-08-30 14:00:00,26.53225594197627,2.2,0.507
5800,2023-08-30 15:00:00,27.752129778388973,3.0,0.454
5801,2023-08-30 16:00:00,28.97200361480168,2.83,0.185
5802,2023-08-30 17:00:00,29.88690899211121,2.91,0.119
5803,2023-08-30 18:00:00,30.49684591031756,2.6,0.123
5804,2023-08-30 19:00:00,29.581940533008027,2.38,0.023
5805,2023-08-30 20:00:00,28.6670351556985,3.01,0.0
5806,2023-08-30 21:00:00,25.617350564666744,5.89,0.0
5807,2023-08-30 22:00:00,26.837224401079453,4.85,0.0
5808,2023-08-30 23:00:00,27.752129778388973,5.92,0.0
5809,2023-08-31 00:00:00,25.83937781104312,5.49,0.0
5810,2023-08-31 01:00:00,24.56335915370765,4.34,0.0
5811,2023-08-31 02:00:00,25.52037314670925,6.4,0.0
5812,2023-08-31 03:00:00,25.201368482375383,8.06,0.0
5813,2023-08-31 04:00:00,26.158382475376985,8.88,0.0
5814,2023-08-31 05:00:00,26.796391804044717,9.02,0.0
5815,2023-08-31 06:00:00,27.753405797046312,9.15,0.0
5816,2023-08-31 07:00:00,28.71041979004791,9.42,0.014
5817,2023-08-31 08:00:00,29.986438447383367,8.98,0.123
5818,2023-08-31 09:00:00,30.305443111717235,9.85,0.248
5819,2023-08-31 10:00:00,29.986438447383367,9.28,0.439
5820,2023-08-31 11:00:00,29.6674337830495,8.59,0.595
5821,2023-08-31 12:00:00,29.029424454381772,8.77,0.548
5822,2023-08-31 13:00:00,28.072410461380176,9.7,0.79
5823,2023-08-31 14:00:00,27.753405797046312,9.97,0.732
5824,2023-08-31 15:00:00,29.029424454381772,9.77,0.646
5825,2023-08-31 16:00:00,30.305443111717235,9.53,0.451
5826,2023-08-31 17:00:00,31.26245710471883,9.13,0.284
5827,2023-08-31 18:00:00,31.90046643338657,8.26,0.182
5828,2023-08-31 19:00:00,30.943452440384966,8.49,0.023
5829,2023-08-31 20:00:00,29.986438447383367,7.3,0.0
5830,2023-08-31 21:00:00,26.796391804044717,9.18,0.0
5831,2023-08-31 22:00:00,28.072410461380176,9.31,0.0
5832,2023-08-31 23:00:00,29.029424454381772,7.16,0.0
5833,2023-09-01 00:00:00,26.845027771926212,5.8,0.0
5834,2023-09-01 01:00:00,27.180590619075293,6.53,0.0
5835,2023-09-01 02:00:00,27.516153466224367,6.82,0.0
5836,2023-09-01 03:00:00,28.187279160522525,6.76,0.0
5837,2023-09-01 04:00:00,28.858404854820684,6.62,0.0
5838,2023-09-01 05:00:00,28.858404854820684,7.88,0.0
5839,2023-09-01 06:00:00,29.865093396267916,8.21,0.0
5840,2023-09-01 07:00:00,30.200656243417,7.09,0.006
5841,2023-09-01 08:00:00,30.871781937715145,8.02,0.061
5842,2023-09-01 09:00:00,31.542907632013303,6.81,0.163
5843,2023-09-01 10:00:00,32.21403332631146,7.43,0.443
5844,2023-09-01 11:00:00,31.87847047916238,6.94,0.546
5845,2023-09-01 12:00:00,31.542907632013303,7.88,0.407
5846,2023-09-01 13:00:00,30.871781937715145,7.38,0.301
5847,2023-09-01 14:00:00,30.200656243417,7.52,0.303
5848,2023-09-01 15:00:00,30.200656243417,6.96,0.244
5849,2023-09-01 16:00:00,30.871781937715145,6.01,0.142
5850,2023-09-01 17:00:00,33.55628471490777,5.65,0.118
5851,2023-09-01 18:00:00,33.55628471490777,7.31,0.072
5852,2023-09-01 19:00:00,33.55628471490777,5.43,0.018
5853,2023-09-01 20:00:00,32.549596173460536,3.01,0.0
5854,2023-09-01 21:00:00,31.207344784864222,2.34,0.0
5855,2023-09-01 22:00:00,27.851716313373448,2.22,0.0
5856,2023-09-01 23:00:00,27.851716313373448,4.94,0.0
5857,2023-09-02 00:00:00,18.48700045864835,4.84,0.0
5858,2023-09-02 01:00:00,18.71808796438145,3.96,0.0
5859,2023-09-02 02:00:00,18.94917547011456,3.18,0.0
5860,2023-09-02 03:00:00,19.411350481580765,2.8,0.0
5861,2023-09-02 04:00:00,19.873525493046976,3.13,0.0
5862,2023-09-02 05:00:00,19.873525493046976,3.23,0.0
5863,2023-09-02 06:00:00,20.566788010246288,3.34,0.0
5864,2023-09-02 07:00:00,20.797875515979392,3.73,0.017
5865,2023-09-02 08:00:00,21.2600505274456,3.79,0.142
5866,2023-09-02 09:00:00,21.722225538911808,3.61,0.275
5867,2023-09-02 10:00:00,22.18440055037802,2.86,0.561
5868,2023-09-02 11:00:00,21.953313044644908,1.2,0.773
5869,2023-09-02 12:00:00,21.722225538911808,1.92,0.552
5870,2023-09-02 13:00:00,21.2600505274456,2.94,0.514
5871,2023-09-02 14:00:00,20.797875515979392,2.1,0.584
5872,2023-09-02 15:00:00,20.797875515979392,2.2,0.771
5873,2023-09-02 16:00:00,21.2600505274456,2.61,0.471
5874,2023-09-02 17:00:00,23.108750573310434,2.7,0.409
5875,2023-09-02 18:00:00,23.108750573310434,2.31,0.189
5876,2023-09-02 19:00:00,23.108750573310434,1.04,0.027
5877,2023-09-02 20:00:00,22.41548805611112,0.1,0.0
5878,2023-09-02 21:00:00,21.491138033178704,1.51,0.0
5879,2023-09-02 22:00:00,19.18026297584766,3.21,0.0
5880,2023-09-02 23:00:00,19.18026297584766,4.7,0.0
5881,2023-09-03 00:00:00,17.905495857065702,4.8,0.0
5882,2023-09-03 01:00:00,18.129314555279024,5.0,0.0
5883,2023-09-03 02:00:00,18.35313325349234,5.53,0.0
5884,2023-09-03 03:00:00,18.800770649918988,5.89,0.0
5885,2023-09-03 04:00:00,19.248408046345634,6.0,0.0
5886,2023-09-03 05:00:00,19.248408046345634,6.43,0.0
5887,2023-09-03 06:00:00,19.919864140985595,6.61,0.0
5888,2023-09-03 07:00:00,20.143682839198917,6.32,0.017
5889,2023-09-03 08:00:00,20.591320235625552,5.73,0.164
5890,2023-09-03 09:00:00,21.0389576320522,5.65,0.387
5891,2023-09-03 10:00:00,21.48659502847884,4.74,0.596
5892,2023-09-03 11:00:00,21.26277633026552,5.71,0.786
5893,2023-09-03 12:00:00,21.0389576320522,4.89,0.902
5894,2023-09-03 13:00:00,20.591320235625552,4.22,0.945
5895,2023-09-03 14:00:00,20.143682839198917,3.98,0.91
5896,2023-09-03 15:00:00,20.143682839198917,3.81,0.801
5897,2023-09-03 16:00:00,20.591320235625552,3.5,0.63
5898,2023-09-03 17:00:00,22.38186982133212,3.19,0.416
5899,2023-09-03 18:00:00,22.38186982133212,2.62,0.191
5900,2023-09-03 19:00:00,22.38186982133212,1.99,0.026
5901,2023-09-03 20:00:00,21.710413726692163,2.06,0.0
5902,2023-09-03 21:00:00,20.81513893383888,2.56,0.0
5903,2023-09-03 22:00:00,18.576951951705663,2.72,0.0
5904,2023-09-03 23:00:00,18.576951951705663,3.61,0.0
5905,2023-09-04 00:00:00,25.93642683195333,2.5,0.0
5906,2023-09-04 01:00:00,26.260632167352743,2.53,0.0
5907,2023-09-04 02:00:00,26.58483750275216,3.2,0.0
5908,2023-09-04 03:00:00,27.233248173550997,3.07,0.0
5909,2023-09-04 04:00:00,27.881658844349836,3.35,0.0
5910,2023-09-04 05:00:00,27.881658844349836,3.36,0.0
