hour_of_year,timestamp,wind_speed_100m_m_s,solar_radiation_w_m2,solar_radiation_kw_m2,source
4719,2023-07-16 14:00:00,2.75,672.0,0.672,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4720,2023-07-16 15:00:00,2.0,566.0,0.566,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4721,2023-07-16 16:00:00,1.32,330.0,0.33,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4722,2023-07-16 17:00:00,0.7,198.0,0.198,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4723,2023-07-16 18:00:00,1.04,118.0,0.118,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4724,2023-07-16 19:00:00,0.61,37.0,0.037,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4725,2023-07-16 20:00:00,1.78,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4726,2023-07-16 21:00:00,2.36,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4727,2023-07-16 22:00:00,2.53,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4728,2023-07-16 23:00:00,4.4,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4729,2023-07-17 00:00:00,4.32,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4730,2023-07-17 01:00:00,3.65,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4731,2023-07-17 02:00:00,3.76,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4732,2023-07-17 03:00:00,3.96,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4733,2023-07-17 04:00:00,4.62,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4734,2023-07-17 05:00:00,4.9,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4735,2023-07-17 06:00:00,5.33,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4736,2023-07-17 07:00:00,5.81,22.0,0.022,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4737,2023-07-17 08:00:00,5.35,123.0,0.123,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4738,2023-07-17 09:00:00,5.2,316.0,0.316,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4739,2023-07-17 10:00:00,5.26,419.0,0.419,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4740,2023-07-17 11:00:00,5.54,666.0,0.666,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4741,2023-07-17 12:00:00,6.05,763.0,0.763,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4742,2023-07-17 13:00:00,6.62,822.0,0.822,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4743,2023-07-17 14:00:00,6.34,832.0,0.832,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4744,2023-07-17 15:00:00,5.86,714.0,0.714,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4745,2023-07-17 16:00:00,5.73,601.0,0.601,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4746,2023-07-17 17:00:00,5.66,410.0,0.41,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4747,2023-07-17 18:00:00,5.65,226.0,0.226,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4748,2023-07-17 19:00:00,6.26,60.0,0.06,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4749,2023-07-17 20:00:00,6.33,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4750,2023-07-17 21:00:00,5.95,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4751,2023-07-17 22:00:00,5.82,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4752,2023-07-17 23:00:00,5.82,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4753,2023-07-18 00:00:00,5.46,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4754,2023-07-18 01:00:00,5.24,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4755,2023-07-18 02:00:00,5.12,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4756,2023-07-18 03:00:00,4.9,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4757,2023-07-18 04:00:00,4.78,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4758,2023-07-18 05:00:00,5.02,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4759,2023-07-18 06:00:00,5.32,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4760,2023-07-18 07:00:00,5.37,22.0,0.022,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4761,2023-07-18 08:00:00,5.42,159.0,0.159,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4762,2023-07-18 09:00:00,5.47,353.0,0.353,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4763,2023-07-18 10:00:00,5.96,556.0,0.556,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4764,2023-07-18 11:00:00,6.1,701.0,0.701,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4765,2023-07-18 12:00:00,6.6,719.0,0.719,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4766,2023-07-18 13:00:00,6.48,702.0,0.702,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4767,2023-07-18 14:00:00,6.44,623.0,0.623,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4768,2023-07-18 15:00:00,6.6,536.0,0.536,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4769,2023-07-18 16:00:00,6.05,473.0,0.473,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4770,2023-07-18 17:00:00,5.9,373.0,0.373,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4771,2023-07-18 18:00:00,5.54,185.0,0.185,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4772,2023-07-18 19:00:00,5.2,55.0,0.055,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4773,2023-07-18 20:00:00,4.85,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4774,2023-07-18 21:00:00,4.48,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4775,2023-07-18 22:00:00,4.52,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4776,2023-07-18 23:00:00,4.27,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4777,2023-07-19 00:00:00,4.02,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4778,2023-07-19 01:00:00,4.34,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4779,2023-07-19 02:00:00,4.31,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4780,2023-07-19 03:00:00,4.18,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4781,2023-07-19 04:00:00,4.27,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4782,2023-07-19 05:00:00,4.35,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4783,2023-07-19 06:00:00,4.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4784,2023-07-19 07:00:00,4.3,23.0,0.023,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4785,2023-07-19 08:00:00,4.08,155.0,0.155,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4786,2023-07-19 09:00:00,4.33,291.0,0.291,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4787,2023-07-19 10:00:00,4.38,495.0,0.495,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4788,2023-07-19 11:00:00,5.15,658.0,0.658,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4789,2023-07-19 12:00:00,5.63,667.0,0.667,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4790,2023-07-19 13:00:00,5.73,608.0,0.608,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4791,2023-07-19 14:00:00,5.52,499.0,0.499,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4792,2023-07-19 15:00:00,5.54,698.0,0.698,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4793,2023-07-19 16:00:00,5.15,602.0,0.602,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4794,2023-07-19 17:00:00,5.1,387.0,0.387,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4795,2023-07-19 18:00:00,4.43,174.0,0.174,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4796,2023-07-19 19:00:00,3.58,37.0,0.037,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4797,2023-07-19 20:00:00,2.51,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4798,2023-07-19 21:00:00,1.64,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4799,2023-07-19 22:00:00,1.5,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4800,2023-07-19 23:00:00,1.49,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4801,2023-07-20 00:00:00,1.06,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4802,2023-07-20 01:00:00,1.25,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4803,2023-07-20 02:00:00,1.58,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4804,2023-07-20 03:00:00,2.05,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4805,2023-07-20 04:00:00,1.92,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4806,2023-07-20 05:00:00,1.22,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4807,2023-07-20 06:00:00,1.32,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4808,2023-07-20 07:00:00,1.65,22.0,0.022,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4809,2023-07-20 08:00:00,1.39,153.0,0.153,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4810,2023-07-20 09:00:00,2.22,354.0,0.354,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4811,2023-07-20 10:00:00,3.04,524.0,0.524,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4812,2023-07-20 11:00:00,3.49,661.0,0.661,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4813,2023-07-20 12:00:00,4.88,795.0,0.795,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4814,2023-07-20 13:00:00,3.99,878.0,0.878,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4815,2023-07-20 14:00:00,3.4,855.0,0.855,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4816,2023-07-20 15:00:00,2.98,761.0,0.761,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4817,2023-07-20 16:00:00,2.69,623.0,0.623,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4818,2023-07-20 17:00:00,3.01,420.0,0.42,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4819,2023-07-20 18:00:00,2.41,212.0,0.212,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4820,2023-07-20 19:00:00,2.43,55.0,0.055,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4821,2023-07-20 20:00:00,3.55,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4822,2023-07-20 21:00:00,3.2,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4823,2023-07-20 22:00:00,3.27,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4824,2023-07-20 23:00:00,3.28,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4825,2023-07-21 00:00:00,2.94,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4826,2023-07-21 01:00:00,1.77,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4827,2023-07-21 02:00:00,1.91,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4828,2023-07-21 03:00:00,2.71,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4829,2023-07-21 04:00:00,3.42,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4830,2023-07-21 05:00:00,3.22,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4831,2023-07-21 06:00:00,3.91,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4832,2023-07-21 07:00:00,4.54,20.0,0.02,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4833,2023-07-21 08:00:00,4.71,147.0,0.147,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4834,2023-07-21 09:00:00,5.25,241.0,0.241,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4835,2023-07-21 10:00:00,5.69,443.0,0.443,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4836,2023-07-21 11:00:00,3.67,663.0,0.663,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4837,2023-07-21 12:00:00,2.62,829.0,0.829,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4838,2023-07-21 13:00:00,1.3,834.0,0.834,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4839,2023-07-21 14:00:00,1.2,859.0,0.859,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4840,2023-07-21 15:00:00,0.54,758.0,0.758,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4841,2023-07-21 16:00:00,0.67,611.0,0.611,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4842,2023-07-21 17:00:00,1.14,342.0,0.342,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4843,2023-07-21 18:00:00,1.88,137.0,0.137,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4844,2023-07-21 19:00:00,3.13,42.0,0.042,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4845,2023-07-21 20:00:00,4.2,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
4846,2023-07-21 21:00:00,4.82,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
